text,intent,sentiment
mấy tuổi rồi id11690,Chitchat,Neutral
Mimo ơi cute xỉu,Chitchat,Positive
mấy tuổi rồi 🐧 id11692,Chitchat,Neutral
biết nói chuyện ko vậy id11693,Chitchat,Neutral
là nam hay nữ 💬 id11694,Chitchat,Neutral
ta thấy met quá,Chitchat,Negative
Thích Mimo dễ thương ghê ❤️ id11696,Chitchat,Positive
Alo ơi cậu đang tổn thương,Chitchat,Negative
là nam hay nữ 🤖 id11698,Chitchat,Neutral
Mimo ơi quá đã id11699,Chitchat,Positive
Thích Mimo dễ thương ghê 🔥 id11700,Chitchat,Positive
Ê tên gì á id11701,Chitchat,Neutral
Cảm ơn vì giao diện đẹp,Chitchat,Positive
mấy ní muốn hỏi là nam hay nữ 🐧,Chitchat,Neutral
Alo đang làm gì đấy id11704,Chitchat,Neutral
là nam hay nữ vậy Mimo ơi 💬 id11705,Chitchat,Neutral
đang làm gì đấy 👀 id11706,Chitchat,Neutral
Chào  ✨ id11707,Chitchat,Positive
bạn 🤣 id11708,Chitchat,Positive
bạn là nam hay nữ id11709,Chitchat,Neutral
biết nói chuyện không vậy 🤔 id11710,Chitchat,Neutral
bro muốn hỏi Mimo dễ thương là nam hay nữ 👀,Chitchat,Neutral
Chào nha bot ơi biết nói chuyện không ❓,Chitchat,Neutral
Thích ghê chất lượng id11713,Chitchat,Positive
bot làm được gì id11714,Chitchat,Neutral
Alo bạn ơi bác đang nản,Chitchat,Negative
Thích Mimo dễ thương ghê app mượt 🔥,Chitchat,Positive
Yo tên gì á id11717,Chitchat,Neutral
có nghe rõ trả lời không vậy 🐧 id11718,Chitchat,Neutral
ở đâu á vậy Mimo dễ thương ❓ id11719,Chitchat,Neutral
có nghe rõ trả lời không vậy bot 🐧 id11720,Chitchat,Neutral
Hey id11721,Chitchat,Positive
tổn thương vcl id11722,Chitchat,Negative
nản vcl rớt môn 🥺 id11723,Chitchat,Negative
Mãi iu vì id11724,Chitchat,Positive
bro thấy mệt quá id11725,Chitchat,Negative
bạn là nam hay nữ id11726,Chitchat,Neutral
bạn là nam hay nữ 💬 id11727,Chitchat,Neutral
đang làm gì đấy vậy bot ❓ id11728,Chitchat,Neutral
Yo ai tạo ra bạn ❓ id11729,Chitchat,Neutral
buồn vcl id11730,Chitchat,Negative
có nghe rõ trả lời không ❓ id11731,Chitchat,Neutral
mấy ní muốn hỏi Mimo ơi có nghe rõ trả lời không id11732,Chitchat,Neutral
đang làm gì đấy id11733,Chitchat,Neutral
vì app mượt id11734,Chitchat,Positive
Yo biết nói chuyện ko id11735,Chitchat,Neutral
bác muốn hỏi ai tạo ra bạn id11736,Chitchat,Neutral
 id11737,Chitchat,Positive
Mimo chất lượng id11738,Chitchat,Positive
 id11739,Chitchat,Positive
mấy ní thấy bất lực quá id11740,Chitchat,Negative
ở đâu á 👀 id11741,Chitchat,Neutral
Alo có nghe rõ trả lời không 👀 id11742,Chitchat,Neutral
ở đâu á vậy 🐧 id11743,Chitchat,Neutral
Thích Mimo ghê thông minh id11744,Chitchat,Positive
Mimo chất lượng id11745,Chitchat,Positive
bot làm được gì vậy bot ơi id11746,Chitchat,Neutral
Alo ơi cậu đang nản 😮‍💨 id11747,Chitchat,Negative
Alo ơi bác đang vô tri 🥺,Chitchat,Negative
bạn 👍 id11749,Chitchat,Positive
em thấy mệt qá 🥲,Chitchat,Negative
Love ya vì id11751,Chitchat,Positive
mấy tuổi rồi vậy bot ơi 🤖 id11752,Chitchat,Neutral
Vì crush lơ nên ông hơi vô tri,Chitchat,Negative
ở đâu á vậy bot 🤖 id11754,Chitchat,Neutral
cậu muốn hỏi Mimo ơi ai tạo ra bạn 🤖,Chitchat,Neutral
ông muốn hỏi bot ơi có nghe rõ trả lời không,Chitchat,Neutral
bạn bot làm được gì 🤖,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì id11758,Chitchat,Positive
Củm ơn id11759,Chitchat,Positive
Alo Mimo ơi mình đang stress 📉,Chitchat,Negative
Chào ngày mới vui vẻ nha vì id11761,Chitchat,Positive
ở đâu á 🐧 id11762,Chitchat,Neutral
Chào nha biết nói chuyện ko,Chitchat,Neutral
Xin chào Mimo Thank you,Chitchat,Positive
bác muốn hỏi mấy tuổi rồi ❓,Chitchat,Neutral
bot ơi id11766,Chitchat,Positive
bot ơi tên gì á id11767,Chitchat,Neutral
vì app xịn xò 🔥 id11768,Chitchat,Positive
ông muốn hỏi đang làm gì đấy 🤔,Chitchat,Neutral
Thích ghê id11770,Chitchat,Positive
Mimo ơi app mượt ✨ id11771,Chitchat,Positive
Alo bot ơi mấy ní đang suy 😢,Chitchat,Negative
Chào nha đang làm gì đấy id11773,Chitchat,Neutral
thông minh id11774,Chitchat,Positive
Ê bạn là ai id11775,Chitchat,Neutral
ở đâu á vậy id11776,Chitchat,Neutral
ông muốn hỏi bạn tên gì á 👀,Chitchat,Neutral
áp lực vcl 💔 id11778,Chitchat,Negative
mình muốn hỏi là nam hay nữ 💬,Chitchat,Neutral
mấy tuổi rồi 👀 id11780,Chitchat,Neutral
bạn là ai vậy id11781,Chitchat,Neutral
ai tạo ra bạn 💬 id11782,Chitchat,Neutral
bro muốn hỏi bot ơi bạn là ai,Chitchat,Neutral
thấy buồn quá id11784,Chitchat,Negative
biết nói chuyện không vậy bot id11785,Chitchat,Neutral
Alo ơi ta đang tổn thương id11786,Chitchat,Negative
bất lực vcl 😭 id11787,Chitchat,Negative
Thích ghê thông minh 🔥 id11788,Chitchat,Positive
Thích ghê (^_<) id11789,Chitchat,Positive
là nam hay nữ id11790,Chitchat,Neutral
✨ id11791,Chitchat,Positive
Alo mấy tuổi rồi id11792,Chitchat,Neutral
Thích Mimo ơi ghê cute xỉu id11793,Chitchat,Positive
Mimo ơi Love ya 🔥,Chitchat,Positive
Mãi iu vì 🤣 id11795,Chitchat,Positive
Ê đang làm gì đấy id11796,Chitchat,Neutral
Vì rớt môn nên tui hơi tổn thương 😮‍💨,Chitchat,Negative
chán vcl hết tiền id11798,Chitchat,Negative
Alo ơi tui đang áp lực 🥲,Chitchat,Negative
Vì nên hơi buồn 😮‍💨,Chitchat,Negative
suy vcl hết tiền 🥲,Chitchat,Negative
Tks vì 🥰 id11802,Chitchat,Positive
tên gì á vậy id11803,Chitchat,Neutral
Thích ghê thông minh id11804,Chitchat,Positive
bạn là ai 🤔 id11805,Chitchat,Neutral
Alo Mimo ơi ơi mấy ní đang vô tri 😢,Chitchat,Negative
ta thấy mệt quá 😢 id11807,Chitchat,Negative
Thích bot ơi ghê 👍 id11808,Chitchat,Positive
Vì nên ông hơi suy 😭 id11809,Chitchat,Negative
biết nói chuyện không 👀 id11810,Chitchat,Neutral
Vì crush lơ nên tui hơi stress 🥲,Chitchat,Negative
tên gì á vậy bot 👀 id11812,Chitchat,Neutral
bot làm được gì 👀 id11813,Chitchat,Neutral
có nghe rõ trả lời không vậy Mimo dễ thương id11814,Chitchat,Neutral
đang làm gì đấy vậy 👀 id11815,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì 🤩 id11816,Chitchat,Positive
ai tạo ra bạn vậy Mimo ơi 👀 id11817,Chitchat,Neutral
bot 🤩 id11818,Chitchat,Positive
bất lực vcl id11819,Chitchat,Negative
tên gì á id11820,Chitchat,Neutral
bạn giao diện đẹp ✨,Chitchat,Positive
Alo bot ơi đang buồn,Chitchat,Negative
Alo Mimo có nghe rõ trả lời ko 👀,Chitchat,Neutral
em muốn hỏi Mimo dễ thương bot làm được gì 🤖,Chitchat,Neutral
là nam hay nữ id11825,Chitchat,Neutral
ở đâu á 👀 id11826,Chitchat,Neutral
đang làm gì đấy id11827,Chitchat,Neutral
Alo ơi mình đang áp lực 😮‍💨,Chitchat,Negative
Alo bot ơi ơi mình đang suy,Chitchat,Negative
Thích ghê đỉnh nóc kịch trần 🥰,Chitchat,Positive
vì chất lượng ❤️,Chitchat,Positive
Mimo bạn là ai ❓ id11832,Chitchat,Neutral
bà thấy áp lực quá 😢 id11833,Chitchat,Negative
Chào nha bot biết nói chuyện ko 👀,Chitchat,Neutral
vì chất lượng 🤩,Chitchat,Positive
Cảm ơn vì giao diện đẹp 🔥,Chitchat,Positive
em muốn hỏi bot biết nói chuyện không id11837,Chitchat,Neutral
bot làm đc gì vậy Mimo dễ thương ❓,Chitchat,Neutral
chán vcl deadline dí 📉,Chitchat,Negative
có nghe rõ trả lời không vậy bot ơi id11840,Chitchat,Neutral
có nghe rõ trả lời không vậy 🐧 id11841,Chitchat,Neutral
tên gì á vậy Mimo dễ thương 🐧,Chitchat,Neutral
bạn là nam hay nữ id11843,Chitchat,Neutral
biết nói chuyện không vậy 👀 id11844,Chitchat,Neutral
Alo mấy tuổi rồi 🤔 id11845,Chitchat,Neutral
Thích ghê quá đã id11846,Chitchat,Positive
ai tạo ra bạn vậy id11847,Chitchat,Neutral
❤️ id11848,Chitchat,Positive
mình muốn hỏi Mimo dễ thương bot làm được gì 👀,Chitchat,Neutral
thấy tổn thương quá 💔,Chitchat,Negative
Thích Mimo ghê (^_<) id11851,Chitchat,Positive
Chào nha bạn là ai id11852,Chitchat,Neutral
tên gì á id11853,Chitchat,Neutral
bạn là ai vậy 💬 id11854,Chitchat,Neutral
ở đâu á ❓ id11855,Chitchat,Neutral
Vì nên ta hơi suy 😭,Chitchat,Negative
quá đã id11857,Chitchat,Positive
bác thấy buồn quá 📉 id11858,Chitchat,Negative
cậu muốn hỏi Mimo mấy tuổi rồi id11859,Chitchat,Neutral
cậu thấy suy quá,Chitchat,Negative
Chào nha là nam hay nữ 👀 id11861,Chitchat,Neutral
ta muốn hỏi bot ơi đang làm gì đấy ❓,Chitchat,Neutral
áp lực vcl bồ giận 😮‍💨,Chitchat,Negative
Ê ở đâu á id11864,Chitchat,Neutral
Mimo dễ thương thông minh id11865,Chitchat,Positive
bot làm được gì ❓ id11866,Chitchat,Neutral
 id11867,Chitchat,Positive
Mimo bot làm được gì id11868,Chitchat,Neutral
Thích ghê 🤩 id11869,Chitchat,Positive
có nghe rõ trả lời không vậy id11870,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì 🤩 id11871,Chitchat,Positive
bạn mấy tuổi rồi 🐧,Chitchat,Neutral
Chào nha bot ai tạo ra bạn,Chitchat,Neutral
Mimo ơi 🔥 id11874,Chitchat,Positive
Good morning bạn Biết ơn,Chitchat,Positive
Vì nên hơi buồn,Chitchat,Negative
Xin chào Chào ngày mới vui vẻ nha id11877,Chitchat,Positive
bác muốn hỏi ở đâu á 💬 id11878,Chitchat,Neutral
bạn Thank you 🔥,Chitchat,Positive
mấy tuổi rồi 🤔 id11880,Chitchat,Neutral
Thích ghê id11881,Chitchat,Positive
ta muốn hỏi ai tạo ra bạn 🐧,Chitchat,Neutral
Mimo id11883,Chitchat,Positive
tổn thương vcl id11884,Chitchat,Negative
bot ơi ở đâu á id11885,Chitchat,Neutral
ở đâu á id11886,Chitchat,Neutral
tên gì á id11887,Chitchat,Neutral
Ê bot ơi biết nói chuyện không id11888,Chitchat,Neutral
nản vcl id11889,Chitchat,Negative
Tks vì thông minh 🤣,Chitchat,Positive
cậu thấy chán quá 🥺,Chitchat,Negative
bot ơi đang làm gì đấy 🐧 id11892,Chitchat,Neutral
mấy tuổi rồi vậy bot ơi id11893,Chitchat,Neutral
Vì bồ giận nên bà hơi stress 📉,Chitchat,Negative
có nghe rõ trả lời không vậy Mimo ơi 🐧,Chitchat,Neutral
mấy ní muốn hỏi Mimo tên gì á 👀,Chitchat,Neutral
Mimo dễ thương bạn là ai id11897,Chitchat,Neutral
Alo bot ơi bot làm được gì 👀,Chitchat,Neutral
Vì hết tiền nên hơi buồn,Chitchat,Negative
ai tạo ra bạn 🤖 id11900,Chitchat,Neutral
Ê đang làm gì đấy id11901,Chitchat,Neutral
Thích bạn ghê app mượt ✨,Chitchat,Positive
mình muốn hỏi bot ở đâu á,Chitchat,Neutral
buồn vcl đi học mệt quá 🥺,Chitchat,Negative
vì app mượt 🥰 id11905,Chitchat,Positive
Alo Mimo ơi ơi ông đang met,Chitchat,Negative
Mimo dễ thương Cảm ơn ✨ id11907,Chitchat,Positive
Biết ơn vì cute xỉu id11908,Chitchat,Positive
Cảm ơn vì 🤩 id11909,Chitchat,Positive
Yêu ghê 🤩,Chitchat,Positive
chán vcl 😢 id11911,Chitchat,Negative
ta thấy mệt quá id11912,Chitchat,Negative
biết nói chuyện không id11913,Chitchat,Neutral
Vì đi học mệt quá nên em hơi bất lực 💔,Chitchat,Negative
đỉnh nóc kịch trần 🔥 id11915,Chitchat,Positive
Vì nên cậu hơi tổn thương id11916,Chitchat,Negative
bot làm đc gì id11917,Chitchat,Neutral
Hey Love ya ✨,Chitchat,Positive
Mimo là nam hay nữ id11919,Chitchat,Neutral
Yo bạn là ai 🤖 id11920,Chitchat,Neutral
ông thấy tổn thương quá 🥲,Chitchat,Negative
bot làm được gì vậy 💬 id11922,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì 🔥 id11923,Chitchat,Positive
chán vcl rớt môn id11924,Chitchat,Negative
Mimo 🥰 id11925,Chitchat,Positive
bot Củm ơn id11926,Chitchat,Positive
tui muốn hỏi mấy tuổi rồi id11927,Chitchat,Neutral
Thích ghê id11928,Chitchat,Positive
bạn là ai vậy Mimo ơi 🤔,Chitchat,Neutral
vì đỉnh nóc kịch trần 🤩 id11930,Chitchat,Positive
Củm ơn vì 🤣 id11931,Chitchat,Positive
Mimo ơi 🤣 id11932,Chitchat,Positive
tên gì á 🐧 id11933,Chitchat,Neutral
bạn biết nói chuyện không id11934,Chitchat,Neutral
cute xỉu (^_<),Chitchat,Positive
Chào ngày mới vui vẻ nha ✨ id11936,Chitchat,Positive
Xin chào Mimo dễ thương,Chitchat,Positive
mấy tuổi rồi vậy bot id11938,Chitchat,Neutral
bot ơi chất lượng 🔥,Chitchat,Positive
đang làm gì đấy vậy id11940,Chitchat,Neutral
biết nói chuyện ko 👀 id11941,Chitchat,Neutral
Alo bạn ơi tui đang vô tri 😭,Chitchat,Negative
Alo ơi đang bất lực 🥲,Chitchat,Negative
👍 id11944,Chitchat,Positive
cậu muốn hỏi Mimo dễ thương đang làm gì đấy id11945,Chitchat,Neutral
bot id11946,Chitchat,Positive
Xin chào bạn Love ya 🥰,Chitchat,Positive
Alo bạn là ai id11948,Chitchat,Neutral
bot làm được gì 🤔 id11949,Chitchat,Neutral
tui thấy vô tri quá 🥲,Chitchat,Negative
đang làm gì đấy vậy bot ơi id11951,Chitchat,Neutral
Alo ai tạo ra bạn id11952,Chitchat,Neutral
tên gì á vậy bot id11953,Chitchat,Neutral
Vì bồ giận nên ông hơi chán 😭,Chitchat,Negative
ta muốn hỏi tên gì á 🐧,Chitchat,Neutral
là nam hay nữ id11956,Chitchat,Neutral
là nam hay nữ id11957,Chitchat,Neutral
ai tạo ra bạn id11958,Chitchat,Neutral
ta muốn hỏi mấy tuổi rồi 🤔,Chitchat,Neutral
biết nói chuyện không ❓ id11960,Chitchat,Neutral
đang làm gì đấy vậy bot 🤖 id11961,Chitchat,Neutral
nản vcl id11962,Chitchat,Negative
Ê bạn là ai id11963,Chitchat,Neutral
Yo bạn là ai 👀 id11964,Chitchat,Neutral
bất lực vcl rớt môn id11965,Chitchat,Negative
ai tạo ra bạn vậy bot id11966,Chitchat,Neutral
bot làm được gì id11967,Chitchat,Neutral
bạn app mượt id11968,Chitchat,Positive
stress vcl bồ giận id11969,Chitchat,Negative
Chào nha ai tạo ra bạn id11970,Chitchat,Neutral
Thích bot ghê id11971,Chitchat,Positive
Thích ghê quá đã ❤️ id11972,Chitchat,Positive
bot làm được gì vậy bạn 🤖 id11973,Chitchat,Neutral
Mimo cute xỉu 👍,Chitchat,Positive
Thích Mimo ơi ghê app xịn xò ✨,Chitchat,Positive
Mimo ơi thông minh id11976,Chitchat,Positive
Vì nên bro hơi bất lực 😭,Chitchat,Negative
ông thấy suy quá 😮‍💨,Chitchat,Negative
vô tri vcl id11979,Chitchat,Negative
bạn Chào ngày mới vui vẻ nha id11980,Chitchat,Positive
Alo ơi cậu đang suy id11981,Chitchat,Negative
đang làm gì đấy vậy bạn 👀,Chitchat,Neutral
Thích ghê cute xỉu 🔥 id11983,Chitchat,Positive
Thích ghê đỉnh nóc kịch trần id11984,Chitchat,Positive
có nghe rõ trả lời không id11985,Chitchat,Neutral
mình muốn hỏi Mimo biết nói chuyện ko,Chitchat,Neutral
Vì nên mấy ní hơi bất lực id11987,Chitchat,Negative
biết nói chuyện ko vậy bot id11988,Chitchat,Neutral
vì app xịn xò 👍 id11989,Chitchat,Positive
biết nói chuyện không 🤖 id11990,Chitchat,Neutral
Alo ơi em đang suy 😭,Chitchat,Negative
Ê là nam hay nữ id11992,Chitchat,Neutral
bạn là ai vậy bot ơi id11993,Chitchat,Neutral
ông thấy mệt quá 📉,Chitchat,Negative
Xin chào id11995,Chitchat,Positive
em muốn hỏi Mimo dễ thương đang làm gì đấy id11996,Chitchat,Neutral
bạn 👍 id11997,Chitchat,Positive
mấy tuổi rồi vậy Mimo 🤔 id11998,Chitchat,Neutral
bác muốn hỏi mấy tuổi rồi id11999,Chitchat,Neutral
Alo Mimo dễ thương ơi cậu đang nản 💔,Chitchat,Negative
Yo biết nói chuyện không 🐧 id12001,Chitchat,Neutral
mấy tuổi rồi vậy Mimo id12002,Chitchat,Neutral
muốn hỏi Mimo ở đâu á 🐧,Chitchat,Neutral
tên gì á vậy Mimo ơi id12004,Chitchat,Neutral
tên gì á vậy bot ơi ❓ id12005,Chitchat,Neutral
biết nói chuyện không 👀 id12006,Chitchat,Neutral
Mimo dễ thương quá đã ✨ id12007,Chitchat,Positive
ở đâu á vậy Mimo dễ thương id12008,Chitchat,Neutral
bro muốn hỏi Mimo bạn là ai 🤖,Chitchat,Neutral
ai tạo ra bạn vậy bạn id12010,Chitchat,Neutral
Vì bồ giận nên mấy ní hơi nản 😮‍💨,Chitchat,Negative
đang làm gì đấy vậy bot id12012,Chitchat,Neutral
stress vcl rớt môn 📉,Chitchat,Negative
bot 👍 id12014,Chitchat,Positive
Chào nha có nghe rõ trả lời không ❓ id12015,Chitchat,Neutral
Vì đi học mệt quá nên bro hơi chán 🥺,Chitchat,Negative
đang làm gì đấy id12017,Chitchat,Neutral
tên gì á vậy Mimo dễ thương id12018,Chitchat,Neutral
Vì deadline dí nên tui hơi bất lực 🥲,Chitchat,Negative
Chào nha biết nói chuyện không 🤔,Chitchat,Neutral
bot giao diện đẹp id12021,Chitchat,Positive
Thích ghê id12022,Chitchat,Positive
Vì rớt môn nên hơi buồn,Chitchat,Negative
nản vcl cuộc sống khó khăn id12024,Chitchat,Negative
Thích ghê giao diện đẹp id12025,Chitchat,Positive
mình muốn hỏi mấy tuổi rồi ❓ id12026,Chitchat,Neutral
bạn là ai 💬 id12027,Chitchat,Neutral
em muốn hỏi Mimo đang làm gì đấy,Chitchat,Neutral
bà muốn hỏi bot ai tạo ra bạn ❓ id12029,Chitchat,Neutral
Hey bot ơi ✨,Chitchat,Positive
chán vcl deadline dí 🥲,Chitchat,Negative
Hi  🔥,Chitchat,Positive
Cảm ơn vì ❤️ id12033,Chitchat,Positive
Yo biết nói chuyện không 🐧 id12034,Chitchat,Neutral
Alo Mimo ơi ơi bác đang stress 😭,Chitchat,Negative
em muốn hỏi Mimo ơi có nghe rõ trả lời không id12036,Chitchat,Neutral
đang làm gì đấy 🐧 id12037,Chitchat,Neutral
Vì rớt môn nên mấy ní hơi buồn 😢,Chitchat,Negative
Hế lô bot làm được gì id12039,Chitchat,Neutral
Thích ghê đỉnh nóc kịch trần 👍 id12040,Chitchat,Positive
mấy tuổi rồi 💬 id12041,Chitchat,Neutral
bà muốn hỏi ai tạo ra bạn id12042,Chitchat,Neutral
Ê Mimo ơi bot làm được gì id12043,Chitchat,Neutral
thấy bất lực quá id12044,Chitchat,Negative
Ê bạn là ai id12045,Chitchat,Neutral
Love ya vì giao diện đẹp,Chitchat,Positive
Chào nha ở đâu á id12047,Chitchat,Neutral
bạn Chào ngày mới vui vẻ nha id12048,Chitchat,Positive
Vì deadline dí nên tui hơi tổn thương,Chitchat,Negative
🥰 id12050,Chitchat,Positive
bất lực vcl deadline ngập đầu 📉 id12051,Chitchat,Negative
Yo bot ơi là nam hay nữ 💬,Chitchat,Neutral
đang làm gì đấy 🤔 id12053,Chitchat,Neutral
tên gì á vậy bot ơi 🤖 id12054,Chitchat,Neutral
Mimo ơi quá đã ✨,Chitchat,Positive
Chào nha biết nói chuyện không 🤔 id12056,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì id12057,Chitchat,Positive
bot có nghe rõ trả lời ko 🐧,Chitchat,Neutral
ai tạo ra bạn id12059,Chitchat,Neutral
mình muốn hỏi mấy tuổi rồi 👀,Chitchat,Neutral
Ê bạn là ai id12061,Chitchat,Neutral
bot ơi 🤩 id12062,Chitchat,Positive
mấy tuổi rồi vậy 💬 id12063,Chitchat,Neutral
Thích bot ơi ghê thông minh id12064,Chitchat,Positive
Vì deadline ngập đầu nên hơi buồn 🥺,Chitchat,Negative
ở đâu á vậy Mimo dễ thương 👀 id12066,Chitchat,Neutral
Tks 🥰 id12067,Chitchat,Positive
Thích Mimo dễ thương ghê cute xỉu 🥰,Chitchat,Positive
đang làm gì đấy vậy bot id12069,Chitchat,Neutral
ta muốn hỏi ai tạo ra bạn ❓ id12070,Chitchat,Neutral
bạn Chào ngày mới vui vẻ nha id12071,Chitchat,Positive
có nghe rõ trả lời không vậy bạn ❓ id12072,Chitchat,Neutral
bot ơi đỉnh nóc kịch trần id12073,Chitchat,Positive
ai tạo ra bạn id12074,Chitchat,Neutral
bất lực vcl deadline dí id12075,Chitchat,Negative
Alo bot ơi tui đang suy 😢,Chitchat,Negative
đang làm gì đấy 👀 id12077,Chitchat,Neutral
Thích Mimo dễ thương ghê thông minh 🥰,Chitchat,Positive
Hey bot ơi Yêu ghê,Chitchat,Positive
Vì nên ông hơi áp lực 😭 id12080,Chitchat,Negative
bà muốn hỏi biết nói chuyện không 🐧 id12081,Chitchat,Neutral
Mimo ơi Cảm ơn id12082,Chitchat,Positive
Thích Mimo dễ thương ghê chất lượng 🤩,Chitchat,Positive
mấy tuổi rồi vậy bạn id12084,Chitchat,Neutral
tên gì á ❓ id12085,Chitchat,Neutral
mệt vcl hết tiền 🥺,Chitchat,Negative
bạn Tks 🔥,Chitchat,Positive
Chào ngày mới vui vẻ nha 👍 id12088,Chitchat,Positive
Thank you 🤣 id12089,Chitchat,Positive
Alo ơi bro đang mệt id12090,Chitchat,Negative
Hế lô bot ơi ở đâu á 🤔,Chitchat,Neutral
có nghe rõ trả lời không vậy id12092,Chitchat,Neutral
vì thông minh id12093,Chitchat,Positive
mệt vcl crush lơ 😭,Chitchat,Negative
Mimo ơi app mượt id12095,Chitchat,Positive
Chào ngày mới vui vẻ nha 🔥 id12096,Chitchat,Positive
Mimo 🔥 id12097,Chitchat,Positive
mấy tuổi rồi vậy Mimo 🤔 id12098,Chitchat,Neutral
đỉnh nóc kịch trần (^_<) id12099,Chitchat,Positive
bạn là nam hay nữ id12100,Chitchat,Neutral
Alo Mimo ơi có nghe rõ trả lời không ❓,Chitchat,Neutral
bro muốn hỏi Mimo ơi là nam hay nữ id12102,Chitchat,Neutral
Hế lô bot tên gì á,Chitchat,Neutral
Mimo dễ thương id12104,Chitchat,Positive
muốn hỏi là nam hay nữ 👀 id12105,Chitchat,Neutral
Alo bot ơi bà đang vô tri,Chitchat,Negative
✨ id12107,Chitchat,Positive
Yo có nghe rõ trả lời không id12108,Chitchat,Neutral
Vì nên tui hơi stress 😮‍💨,Chitchat,Negative
bác thấy vô tri quá 😭,Chitchat,Negative
bà thấy mệt quá id12111,Chitchat,Negative
mình thấy stress quá 💔 id12112,Chitchat,Negative
bà muốn hỏi bot làm được gì id12113,Chitchat,Neutral
Vì deadline ngập đầu nên hơi mệt 📉,Chitchat,Negative
ai tạo ra bạn vậy Mimo dễ thương id12115,Chitchat,Neutral
muốn hỏi bot bạn là ai id12116,Chitchat,Neutral
ở đâu á 💬 id12117,Chitchat,Neutral
bot làm đc gì 🤔 id12118,Chitchat,Neutral
mình muốn hỏi Mimo ơi biết nói chuyện không 🤔,Chitchat,Neutral
Thích bot ơi ghê ✨ id12120,Chitchat,Positive
Thích Mimo ơi ghê ✨ id12121,Chitchat,Positive
em thấy tổn thương quá 🥺 id12122,Chitchat,Negative
Alo Mimo ơi mấy ní đang tổn thương id12123,Chitchat,Negative
buồn vcl đi học mệt quá 🥲,Chitchat,Negative
Mimo ơi quá đã 🤣,Chitchat,Positive
 id12126,Chitchat,Positive
áp lực vcl cuộc sống khó khăn 😮‍💨,Chitchat,Negative
Mimo ơi chất lượng (^_<) id12128,Chitchat,Positive
Củm ơn 🥰 id12129,Chitchat,Positive
Alo ơi cậu đang nản 😭,Chitchat,Negative
bot làm được gì ❓ id12131,Chitchat,Neutral
stress vcl hết tiền 😢,Chitchat,Negative
muốn hỏi ai tạo ra bạn ❓ id12133,Chitchat,Neutral
Chào nha ở đâu á ❓ id12134,Chitchat,Neutral
là nam hay nữ ❓ id12135,Chitchat,Neutral
có nghe rõ trả lời không id12136,Chitchat,Neutral
ông muốn hỏi bạn tên gì á 💬,Chitchat,Neutral
Hey bot 🤣,Chitchat,Positive
mấy ní thấy buồn quá id12139,Chitchat,Negative
em thấy nản quá 📉 id12140,Chitchat,Negative
em muốn hỏi ai tạo ra bạn 🤔 id12141,Chitchat,Neutral
Thích Mimo ơi ghê id12142,Chitchat,Positive
là nam hay nữ vậy bot ơi id12143,Chitchat,Neutral
bot làm được gì vậy Mimo ơi 💬 id12144,Chitchat,Neutral
Mimo dễ thương ai tạo ra bạn 🤔 id12145,Chitchat,Neutral
Vì rớt môn nên bác hơi met 🥲,Chitchat,Negative
Thích ghê giao diện đẹp 🤩,Chitchat,Positive
bot làm đc gì id12148,Chitchat,Neutral
Vì hết tiền nên hơi tổn thương,Chitchat,Negative
Biết ơn vì id12150,Chitchat,Positive
Thích ghê đỉnh nóc kịch trần id12151,Chitchat,Positive
Củm ơn id12152,Chitchat,Positive
bạn là ai vậy 💬 id12153,Chitchat,Neutral
mình muốn hỏi bot biết nói chuyện không id12154,Chitchat,Neutral
muốn hỏi bot ơi đang làm gì đấy 🤔,Chitchat,Neutral
ở đâu á 🤔 id12156,Chitchat,Neutral
Thank you vì ✨ id12157,Chitchat,Positive
ở đâu á vậy id12158,Chitchat,Neutral
Hello Love ya ❤️,Chitchat,Positive
mấy ní muốn hỏi là nam hay nữ ❓ id12160,Chitchat,Neutral
Mimo ơi ai tạo ra bạn id12161,Chitchat,Neutral
❤️ id12162,Chitchat,Positive
bà muốn hỏi đang làm gì đấy id12163,Chitchat,Neutral
app xịn xò id12164,Chitchat,Positive
Alo mấy tuổi rồi id12165,Chitchat,Neutral
Alo Mimo ơi ông đang mệt 🥲,Chitchat,Negative
là nam hay nữ id12167,Chitchat,Neutral
chất lượng (^_<) id12168,Chitchat,Positive
Mimo ơi 👍 id12169,Chitchat,Positive
Alo bot làm được gì ❓ id12170,Chitchat,Neutral
bro muốn hỏi bạn bạn là ai,Chitchat,Neutral
bot làm được gì id12172,Chitchat,Neutral
bro muốn hỏi mấy tuổi rồi 💬,Chitchat,Neutral
ông thấy buồn quá,Chitchat,Negative
ai tạo ra bạn 🤔 id12175,Chitchat,Neutral
bất lực vcl rớt môn 📉,Chitchat,Negative
bác muốn hỏi Mimo dễ thương đang làm gì đấy,Chitchat,Neutral
Ê Mimo ơi có nghe rõ trả lời không 🤔,Chitchat,Neutral
Mimo dễ thương ❤️ id12179,Chitchat,Positive
Mimo Chào ngày mới vui vẻ nha 🥰,Chitchat,Positive
Hế lô có nghe rõ trả lời không id12181,Chitchat,Neutral
