text,intent,action_type,verb,category_code,value,goal_name,enabled,theme,verbal_style,time_range,query,note
Thống kê chi tiêu grab quý này giùm,Action,REPORT_GENERAL,,Transport,,,,,,quý này,,
Thống kê chi tiêu grab tháng này giùm,Action,REPORT_GENERAL,,Transport,,,,,,tháng này,,
Thống kê chi tiêu grab tháng này đi bot,Action,REPORT_GENERAL,,Transport,,,,,,tháng này,,
Thống kê chi tiêu grab tuần này hộ cái,Action,REPORT_GENERAL,,Transport,,,,,,tuần này,,
Thống kê chi tiêu grab tuần này nha,Action,REPORT_GENERAL,,Transport,,,,,,tuần này,,
Thống kê chi tiêu grab tuần này á,Action,REPORT_GENERAL,,Transport,,,,,,tuần này,,
Thống kê chi tiêu gặp gỡ bạn bè 3 tháng gần đây,Action,REPORT_GENERAL,,Social,,,,,,3 tháng gần đây,,
Thống kê chi tiêu gặp gỡ bạn bè 30 ngày qua,Action,REPORT_GENERAL,,Social,,,,,,30 ngày qua,,
Thống kê chi tiêu gặp gỡ bạn bè hôm nay,Action,REPORT_GENERAL,,Social,,,,,,hôm nay,,
Thống kê chi tiêu gặp gỡ bạn bè hôm qua,Action,REPORT_GENERAL,,Social,,,,,,hôm qua,,
Thống kê chi tiêu gặp gỡ bạn bè quý này,Action,REPORT_GENERAL,,Social,,,,,,quý này,,
Thống kê chi tiêu gặp gỡ bạn bè quý trước,Action,REPORT_GENERAL,,Social,,,,,,quý trước,,
Thống kê chi tiêu gặp gỡ bạn bè tuần này,Action,REPORT_GENERAL,,Social,,,,,,tuần này,,
Thống kê chi tiêu gặp gỡ bạn bè tuần trước,Action,REPORT_GENERAL,,Social,,,,,,tuần trước,,
Thống kê chi tiêu hôm nay,Action,REPORT_GENERAL,,Health,,,,,,hôm nay,,
Thống kê chi tiêu hôm nay xem,Action,REPORT_GENERAL,,Food,,,,,,hôm nay,,
Thống kê chi tiêu hôm nay xem sao,Action,REPORT_GENERAL,,Transport,,,,,,hôm nay,,
Thống kê chi tiêu hôm qua,Action,REPORT_GENERAL,,,,,,,,hôm qua,,
Thống kê chi tiêu hôm qua xem,Action,REPORT_GENERAL,,Shopping,,,,,,hôm qua,,
Thống kê chi tiêu hôm qua xem sao,Action,REPORT_GENERAL,,,,,,,,hôm qua,,
Thống kê chi tiêu học hành 3 tháng gần đây,Action,REPORT_GENERAL,,Education,,,,,,3 tháng gần đây,,
Thống kê chi tiêu học hành 30 ngày qua,Action,REPORT_GENERAL,,Education,,,,,,30 ngày qua,,
Thống kê chi tiêu học hành hôm nay,Action,REPORT_GENERAL,,Education,,,,,,hôm nay,,
Thống kê chi tiêu học hành hôm nay hộ cái,Action,REPORT_GENERAL,,Education,,,,,,hôm nay,,
Thống kê chi tiêu học hành hôm qua hộ cái,Action,REPORT_GENERAL,,Education,,,,,,hôm qua,,
Thống kê chi tiêu học hành năm nay,Action,REPORT_GENERAL,,Education,,,,,,năm nay,,
Thống kê chi tiêu học hành quý này,Action,REPORT_GENERAL,,Education,,,,,,quý này,,
Thống kê chi tiêu học hành quý trước,Action,REPORT_GENERAL,,Education,,,,,,quý trước,,
Thống kê chi tiêu học hành tháng này,Action,REPORT_GENERAL,,Education,,,,,,tháng này,,
Thống kê chi tiêu học hành tháng trước nà,Action,REPORT_GENERAL,,Education,,,,,,tháng trước,,
Thống kê chi tiêu học hành tuần này,Action,REPORT_GENERAL,,Education,,,,,,tuần này,,
Thống kê chi tiêu học hành tuần trước,Action,REPORT_GENERAL,,Education,,,,,,tuần trước,,
Thống kê chi tiêu học phí 7 ngày qua giùm,Action,REPORT_GENERAL,,Education,,,,,,7 ngày qua,,
Thống kê chi tiêu học phí hôm nay thui,Action,REPORT_GENERAL,,Education,,,,,,hôm nay,,
Thống kê chi tiêu học phí năm nay đi bot,Action,REPORT_GENERAL,,Education,,,,,,năm nay,,
Thống kê chi tiêu học phí quý này thui,Action,REPORT_GENERAL,,Education,,,,,,quý này,,
Thống kê chi tiêu học phí tháng này nha,Action,REPORT_GENERAL,,Education,,,,,,tháng này,,
Thống kê chi tiêu học phí tháng này nha id1061,Action,REPORT_GENERAL,,Education,,,,,,tháng này,,
Thống kê chi tiêu học phí tháng này nha id1546,Action,REPORT_GENERAL,,Education,,,,,,tháng này,,
Thống kê chi tiêu học phí tháng này đi bot,Action,REPORT_GENERAL,,Education,,,,,,tháng này,,
Thống kê chi tiêu học phí tuần này giùm,Action,REPORT_GENERAL,,Education,,,,,,tuần này,,
Thống kê chi tiêu học tập 3 tháng gần đây,Action,REPORT_GENERAL,,Education,,,,,,3 tháng gần đây,,
Thống kê chi tiêu học tập 30 ngày qua,Action,REPORT_GENERAL,,Education,,,,,,30 ngày qua,,
Thống kê chi tiêu học tập 7 ngày qua,Action,REPORT_GENERAL,,Education,,,,,,7 ngày qua,,
Thống kê chi tiêu học tập hôm nay,Action,REPORT_GENERAL,,Education,,,,,,hôm nay,,
Thống kê chi tiêu học tập hôm qua,Action,REPORT_GENERAL,,Education,,,,,,hôm qua,,
Thống kê chi tiêu học tập tuần này,Action,REPORT_GENERAL,,Education,,,,,,tuần này,,
Thống kê chi tiêu học tập tuần trước,Action,REPORT_GENERAL,,Education,,,,,,tuần trước,,
Thống kê chi tiêu kem đánh răng 7 ngày qua nà,Action,REPORT_GENERAL,,Essentials,,,,,,7 ngày qua,,
Thống kê chi tiêu kem đánh răng 7 ngày qua á,Action,REPORT_GENERAL,,Essentials,,,,,,7 ngày qua,,
Thống kê chi tiêu kem đánh răng hôm nay nha,Action,REPORT_GENERAL,,Essentials,,,,,,hôm nay,,
Thống kê chi tiêu kem đánh răng hôm nay thui,Action,REPORT_GENERAL,,Essentials,,,,,,hôm nay,,
Thống kê chi tiêu kem đánh răng hôm qua coi,Action,REPORT_GENERAL,,Essentials,,,,,,hôm qua,,
Thống kê chi tiêu kem đánh răng hôm qua á,Action,REPORT_GENERAL,,Essentials,,,,,,hôm qua,,
Thống kê chi tiêu kem đánh răng năm nay,Action,REPORT_GENERAL,,Essentials,,,,,,năm nay,,
Thống kê chi tiêu kem đánh răng năm nay với,Action,REPORT_GENERAL,,Essentials,,,,,,năm nay,,
Thống kê chi tiêu kem đánh răng tháng trước nà,Action,REPORT_GENERAL,,Essentials,,,,,,tháng trước,,
Thống kê chi tiêu khoản khác 3 tháng gần đây,Action,REPORT_GENERAL,,Others,,,,,,3 tháng gần đây,,
Thống kê chi tiêu khoản khác hôm nay,Action,REPORT_GENERAL,,Others,,,,,,hôm nay,,
Thống kê chi tiêu khoản khác hôm qua,Action,REPORT_GENERAL,,Others,,,,,,hôm qua,,
Thống kê chi tiêu khoản khác năm nay,Action,REPORT_GENERAL,,Others,,,,,,năm nay,,
Thống kê chi tiêu khoản khác quý trước,Action,REPORT_GENERAL,,Others,,,,,,quý trước,,
Thống kê chi tiêu khoản khác tháng này,Action,REPORT_GENERAL,,Others,,,,,,tháng này,,
Thống kê chi tiêu khoản khác tháng trước,Action,REPORT_GENERAL,,Others,,,,,,tháng trước,,
Thống kê chi tiêu khoản khác tuần này,Action,REPORT_GENERAL,,Others,,,,,,tuần này,,
Thống kê chi tiêu khoản khác tuần trước,Action,REPORT_GENERAL,,Others,,,,,,tuần trước,,
Thống kê chi tiêu khám bệnh 7 ngày qua đi bot,Action,REPORT_GENERAL,,Health,,,,,,7 ngày qua,,
Thống kê chi tiêu khám bệnh hôm qua,Action,REPORT_GENERAL,,Health,,,,,,hôm qua,,
Thống kê chi tiêu khám bệnh năm nay,Action,REPORT_GENERAL,,Health,,,,,,năm nay,,
Thống kê chi tiêu khám bệnh năm nay nha,Action,REPORT_GENERAL,,Health,,,,,,năm nay,,
Thống kê chi tiêu khám bệnh năm nay đi bot,Action,REPORT_GENERAL,,Health,,,,,,năm nay,,
Thống kê chi tiêu khám bệnh quý này coi,Action,REPORT_GENERAL,,Health,,,,,,quý này,,
Thống kê chi tiêu khám bệnh quý trước,Action,REPORT_GENERAL,,Health,,,,,,quý trước,,
Thống kê chi tiêu khám bệnh tháng này,Action,REPORT_GENERAL,,Health,,,,,,tháng này,,
Thống kê chi tiêu khám bệnh tháng trước thui,Action,REPORT_GENERAL,,Health,,,,,,tháng trước,,
Thống kê chi tiêu khám bệnh tuần này,Action,REPORT_GENERAL,,Health,,,,,,tuần này,,
Thống kê chi tiêu khám bệnh tuần này hộ cái,Action,REPORT_GENERAL,,Health,,,,,,tuần này,,
Thống kê chi tiêu khóa học hôm nay,Action,REPORT_GENERAL,,Education,,,,,,hôm nay,,
Thống kê chi tiêu khóa học hôm nay giùm,Action,REPORT_GENERAL,,Education,,,,,,hôm nay,,
Thống kê chi tiêu khóa học hôm nay giùm id627,Action,REPORT_GENERAL,,Education,,,,,,hôm nay,,
Thống kê chi tiêu khóa học hôm qua giùm,Action,REPORT_GENERAL,,Education,,,,,,hôm qua,,
Thống kê chi tiêu khóa học hôm qua đi bot,Action,REPORT_GENERAL,,Education,,,,,,hôm qua,,
Thống kê chi tiêu khóa học năm nay nha,Action,REPORT_GENERAL,,Education,,,,,,năm nay,,
Thống kê chi tiêu khóa học tháng trước đi bot,Action,REPORT_GENERAL,,Education,,,,,,tháng trước,,
Thống kê chi tiêu làm đẹp 3 tháng gần đây,Action,REPORT_GENERAL,,Beauty,,,,,,3 tháng gần đây,,
Thống kê chi tiêu làm đẹp 7 ngày qua,Action,REPORT_GENERAL,,Beauty,,,,,,7 ngày qua,,
Thống kê chi tiêu làm đẹp hôm nay,Action,REPORT_GENERAL,,Beauty,,,,,,hôm nay,,
Thống kê chi tiêu làm đẹp năm nay,Action,REPORT_GENERAL,,Beauty,,,,,,năm nay,,
Thống kê chi tiêu làm đẹp tháng này coi,Action,REPORT_GENERAL,,Beauty,,,,,,tháng này,,
Thống kê chi tiêu làm đẹp tháng này thui,Action,REPORT_GENERAL,,Beauty,,,,,,tháng này,,
Thống kê chi tiêu làm đẹp tháng này thui id1480,Action,REPORT_GENERAL,,Beauty,,,,,,tháng này,,
Thống kê chi tiêu làm đẹp tháng trước nha,Action,REPORT_GENERAL,,Beauty,,,,,,tháng trước,,
Thống kê chi tiêu làm đẹp tháng trước á,Action,REPORT_GENERAL,,Beauty,,,,,,tháng trước,,
Thống kê chi tiêu làm đẹp tuần này,Action,REPORT_GENERAL,,Beauty,,,,,,tuần này,,
Thống kê chi tiêu làm đẹp tuần này nha,Action,REPORT_GENERAL,,Beauty,,,,,,tuần này,,
Thống kê chi tiêu làm đẹp tuần trước,Action,REPORT_GENERAL,,Beauty,,,,,,tuần trước,,
Thống kê chi tiêu mua sắm 30 ngày qua,Action,REPORT_GENERAL,,Shopping,,,,,,30 ngày qua,,
Thống kê chi tiêu mua sắm 7 ngày gần nhất,Action,REPORT_GENERAL,,Shopping,,,,,,7 ngày gần nhất,,
Thống kê chi tiêu mua sắm 7 ngày qua,Action,REPORT_GENERAL,,Shopping,,,,,,7 ngày qua,,
Thống kê chi tiêu mua sắm cho tui trong 3 ngày gần nhất,Action,REPORT_GENERAL,,Shopping,,,,,,3 ngày gần nhất,,
Thống kê chi tiêu mua sắm của năm ngoái,Action,REPORT_GENERAL,,Shopping,,,,,,năm ngoái,,
Thống kê chi tiêu mua sắm của tui trong tuần trước đi,Action,REPORT_GENERAL,,Shopping,,,,,,tuần trước,,
Thống kê chi tiêu mua sắm hôm nay,Action,REPORT_GENERAL,,Shopping,,,,,,hôm nay,,
Thống kê chi tiêu mua sắm hôm qua,Action,REPORT_GENERAL,,Shopping,,,,,,hôm qua,,
Thống kê chi tiêu mua sắm quý trước,Action,REPORT_GENERAL,,Shopping,,,,,,quý trước,,
Thống kê chi tiêu mua sắm tháng này thui,Action,REPORT_GENERAL,,Shopping,,,,,,tháng này,,
Thống kê chi tiêu mua sắm tháng này với,Action,REPORT_GENERAL,,Shopping,,,,,,tháng này,,
Thống kê chi tiêu mua sắm tháng trước,Action,REPORT_GENERAL,,Shopping,,,,,,tháng trước,,
Thống kê chi tiêu mua sắm tháng trước giùm,Action,REPORT_GENERAL,,Shopping,,,,,,tháng trước,,
Thống kê chi tiêu mua sắm tháng trước với,Action,REPORT_GENERAL,,Shopping,,,,,,tháng trước,,
Thống kê chi tiêu mua sắm tháng trước á,Action,REPORT_GENERAL,,Shopping,,,,,,tháng trước,,
Thống kê chi tiêu mua sắm tuần này thui,Action,REPORT_GENERAL,,Shopping,,,,,,tuần này,,
Thống kê chi tiêu mua vàng hôm nay nha,Action,REPORT_GENERAL,,Investment,,,,,,hôm nay,,
Thống kê chi tiêu mua vàng năm nay á,Action,REPORT_GENERAL,,Investment,,,,,,năm nay,,
Thống kê chi tiêu mua vàng quý này coi,Action,REPORT_GENERAL,,Investment,,,,,,quý này,,
Thống kê chi tiêu mua vàng quý này đi bot,Action,REPORT_GENERAL,,Investment,,,,,,quý này,,
Thống kê chi tiêu mua vàng quý này đi bot id1966,Action,REPORT_GENERAL,,Investment,,,,,,quý này,,
Thống kê chi tiêu mua vàng tháng này,Action,REPORT_GENERAL,,Investment,,,,,,tháng này,,
Thống kê chi tiêu mua vàng tháng trước á,Action,REPORT_GENERAL,,Investment,,,,,,tháng trước,,
Thống kê chi tiêu mua đồ 3 tháng gần đây,Action,REPORT_GENERAL,,Shopping,,,,,,3 tháng gần đây,,
Thống kê chi tiêu mua đồ 30 ngày qua,Action,REPORT_GENERAL,,Shopping,,,,,,30 ngày qua,,
Thống kê chi tiêu mua đồ 7 ngày qua,Action,REPORT_GENERAL,,Shopping,,,,,,7 ngày qua,,
Thống kê chi tiêu mua đồ năm nay,Action,REPORT_GENERAL,,Shopping,,,,,,năm nay,,
Thống kê chi tiêu mua đồ tuần trước,Action,REPORT_GENERAL,,Shopping,,,,,,tuần trước,,
Thống kê chi tiêu mỹ phẩm 7 ngày qua,Action,REPORT_GENERAL,,Beauty,,,,,,7 ngày qua,,
Thống kê chi tiêu mỹ phẩm hôm nay,Action,REPORT_GENERAL,,Beauty,,,,,,hôm nay,,
Thống kê chi tiêu mỹ phẩm hôm nay id787,Action,REPORT_GENERAL,,Beauty,,,,,,hôm nay,,
Thống kê chi tiêu mỹ phẩm hôm nay với,Action,REPORT_GENERAL,,Beauty,,,,,,hôm nay,,
Thống kê chi tiêu mỹ phẩm hôm qua,Action,REPORT_GENERAL,,Beauty,,,,,,hôm qua,,
Thống kê chi tiêu mỹ phẩm năm nay coi,Action,REPORT_GENERAL,,Beauty,,,,,,năm nay,,
Thống kê chi tiêu mỹ phẩm năm nay nà,Action,REPORT_GENERAL,,Beauty,,,,,,năm nay,,
Thống kê chi tiêu mỹ phẩm năm nay thui,Action,REPORT_GENERAL,,Beauty,,,,,,năm nay,,
Thống kê chi tiêu mỹ phẩm năm nay á,Action,REPORT_GENERAL,,Beauty,,,,,,năm nay,,
Thống kê chi tiêu mỹ phẩm quý này,Action,REPORT_GENERAL,,Beauty,,,,,,quý này,,
Thống kê chi tiêu mỹ phẩm tháng này,Action,REPORT_GENERAL,,Beauty,,,,,,tháng này,,
Thống kê chi tiêu mỹ phẩm tháng này nha,Action,REPORT_GENERAL,,Beauty,,,,,,tháng này,,
Thống kê chi tiêu mỹ phẩm tháng trước giùm,Action,REPORT_GENERAL,,Beauty,,,,,,tháng trước,,
Thống kê chi tiêu mỹ phẩm tháng trước với,Action,REPORT_GENERAL,,Beauty,,,,,,tháng trước,,
Thống kê chi tiêu mỹ phẩm tuần này coi,Action,REPORT_GENERAL,,Beauty,,,,,,tuần này,,
Thống kê chi tiêu mỹ phẩm tuần này đi bot,Action,REPORT_GENERAL,,Beauty,,,,,,tuần này,,
Thống kê chi tiêu net cỏ hôm nay giùm,Action,REPORT_GENERAL,,Entertainment,,,,,,hôm nay,,
Thống kê chi tiêu net cỏ năm nay coi,Action,REPORT_GENERAL,,Entertainment,,,,,,năm nay,,
Thống kê chi tiêu net cỏ quý này hộ cái,Action,REPORT_GENERAL,,Entertainment,,,,,,quý này,,
Thống kê chi tiêu net cỏ quý này thui,Action,REPORT_GENERAL,,Entertainment,,,,,,quý này,,
Thống kê chi tiêu net cỏ tháng này với,Action,REPORT_GENERAL,,Entertainment,,,,,,tháng này,,
Thống kê chi tiêu net cỏ tháng trước coi,Action,REPORT_GENERAL,,Entertainment,,,,,,tháng trước,,
Thống kê chi tiêu net cỏ tháng trước nha,Action,REPORT_GENERAL,,Entertainment,,,,,,tháng trước,,
Thống kê chi tiêu netflix 7 ngày qua coi,Action,REPORT_GENERAL,,Entertainment,,,,,,7 ngày qua,,
Thống kê chi tiêu netflix 7 ngày qua nha,Action,REPORT_GENERAL,,Entertainment,,,,,,7 ngày qua,,
Thống kê chi tiêu netflix hôm nay coi,Action,REPORT_GENERAL,,Entertainment,,,,,,hôm nay,,
Thống kê chi tiêu netflix hôm qua,Action,REPORT_GENERAL,,Entertainment,,,,,,hôm qua,,
Thống kê chi tiêu netflix năm nay hộ cái,Action,REPORT_GENERAL,,Entertainment,,,,,,năm nay,,
Thống kê chi tiêu netflix năm nay đi bot,Action,REPORT_GENERAL,,Entertainment,,,,,,năm nay,,
Thống kê chi tiêu netflix quý này,Action,REPORT_GENERAL,,Entertainment,,,,,,quý này,,
Thống kê chi tiêu netflix tháng trước á,Action,REPORT_GENERAL,,Entertainment,,,,,,tháng trước,,
Thống kê chi tiêu nha khoa 7 ngày qua hộ cái,Action,REPORT_GENERAL,,Health,,,,,,7 ngày qua,,
Thống kê chi tiêu nha khoa hôm qua giùm,Action,REPORT_GENERAL,,Health,,,,,,hôm qua,,
Thống kê chi tiêu nha khoa hôm qua với,Action,REPORT_GENERAL,,Health,,,,,,hôm qua,,
Thống kê chi tiêu nha khoa quý này thui,Action,REPORT_GENERAL,,Health,,,,,,quý này,,
Thống kê chi tiêu nha khoa tháng này coi,Action,REPORT_GENERAL,,Health,,,,,,tháng này,,
Thống kê chi tiêu nha khoa tháng trước coi,Action,REPORT_GENERAL,,Health,,,,,,tháng trước,,
Thống kê chi tiêu nha khoa tháng trước giùm,Action,REPORT_GENERAL,,Health,,,,,,tháng trước,,
Thống kê chi tiêu nha khoa tháng trước nha,Action,REPORT_GENERAL,,Health,,,,,,tháng trước,,
Thống kê chi tiêu nha khoa tuần này á,Action,REPORT_GENERAL,,Health,,,,,,tuần này,,
Thống kê chi tiêu nhu yếu phẩm 3 tháng gần đây,Action,REPORT_GENERAL,,Essentials,,,,,,3 tháng gần đây,,
Thống kê chi tiêu nhu yếu phẩm 30 ngày qua,Action,REPORT_GENERAL,,Essentials,,,,,,30 ngày qua,,
Thống kê chi tiêu nhu yếu phẩm 7 ngày qua thui,Action,REPORT_GENERAL,,Essentials,,,,,,7 ngày qua,,
Thống kê chi tiêu nhu yếu phẩm hôm nay,Action,REPORT_GENERAL,,Essentials,,,,,,hôm nay,,
Thống kê chi tiêu nhu yếu phẩm hôm qua,Action,REPORT_GENERAL,,Essentials,,,,,,hôm qua,,
Thống kê chi tiêu nhu yếu phẩm quý này,Action,REPORT_GENERAL,,Essentials,,,,,,quý này,,
Thống kê chi tiêu nhu yếu phẩm quý này với,Action,REPORT_GENERAL,,Essentials,,,,,,quý này,,
Thống kê chi tiêu nhu yếu phẩm quý trước,Action,REPORT_GENERAL,,Essentials,,,,,,quý trước,,
Thống kê chi tiêu nhu yếu phẩm tháng này nà,Action,REPORT_GENERAL,,Essentials,,,,,,tháng này,,
Thống kê chi tiêu nhu yếu phẩm tháng trước,Action,REPORT_GENERAL,,Essentials,,,,,,tháng trước,,
Thống kê chi tiêu nhu yếu phẩm tuần này,Action,REPORT_GENERAL,,Essentials,,,,,,tuần này,,
Thống kê chi tiêu nhu yếu phẩm tuần này nà,Action,REPORT_GENERAL,,Essentials,,,,,,tuần này,,
Thống kê chi tiêu nhu yếu phẩm tuần trước,Action,REPORT_GENERAL,,Essentials,,,,,,tuần trước,,
Thống kê chi tiêu nhà cửa 3 tháng qua,Action,REPORT_GENERAL,,Housing,,,,,,3 tháng qua,,
Thống kê chi tiêu nhà ở 30 ngày qua,Action,REPORT_GENERAL,,Housing,,,,,,30 ngày qua,,
Thống kê chi tiêu nhà ở hôm nay,Action,REPORT_GENERAL,,Housing,,,,,,hôm nay,,
Thống kê chi tiêu nhà ở hôm qua,Action,REPORT_GENERAL,,Housing,,,,,,hôm qua,,
Thống kê chi tiêu nhà ở quý này,Action,REPORT_GENERAL,,Housing,,,,,,quý này,,
Thống kê chi tiêu nhà ở quý trước,Action,REPORT_GENERAL,,Housing,,,,,,quý trước,,
Thống kê chi tiêu nhà ở tuần này,Action,REPORT_GENERAL,,Housing,,,,,,tuần này,,
Thống kê chi tiêu năm nay,Action,REPORT_GENERAL,,,,,,,,năm nay,,
Thống kê chi tiêu quà cáp hôm nay hộ cái,Action,REPORT_GENERAL,,Social,,,,,,hôm nay,,
Thống kê chi tiêu quà cáp hôm nay nha,Action,REPORT_GENERAL,,Social,,,,,,hôm nay,,
Thống kê chi tiêu quà cáp năm nay nà,Action,REPORT_GENERAL,,Social,,,,,,năm nay,,
Thống kê chi tiêu quà cáp năm nay thui,Action,REPORT_GENERAL,,Social,,,,,,năm nay,,
Thống kê chi tiêu quà cáp quý này,Action,REPORT_GENERAL,,Social,,,,,,quý này,,
Thống kê chi tiêu quà cáp quý này nha,Action,REPORT_GENERAL,,Social,,,,,,quý này,,
Thống kê chi tiêu quà cáp quý này á,Action,REPORT_GENERAL,,Social,,,,,,quý này,,
Thống kê chi tiêu quần áo 7 ngày qua giùm,Action,REPORT_GENERAL,,Shopping,,,,,,7 ngày qua,,
Thống kê chi tiêu quần áo hôm nay thui,Action,REPORT_GENERAL,,Shopping,,,,,,hôm nay,,
Thống kê chi tiêu quần áo hôm qua thui,Action,REPORT_GENERAL,,Shopping,,,,,,hôm qua,,
Thống kê chi tiêu quần áo năm nay với,Action,REPORT_GENERAL,,Shopping,,,,,,năm nay,,
Thống kê chi tiêu quần áo quý này với,Action,REPORT_GENERAL,,Shopping,,,,,,quý này,,
Thống kê chi tiêu quần áo tháng này giùm,Action,REPORT_GENERAL,,Shopping,,,,,,tháng này,,
Thống kê chi tiêu quần áo tuần này coi,Action,REPORT_GENERAL,,Shopping,,,,,,tuần này,,
Thống kê chi tiêu quần áo tuần này với,Action,REPORT_GENERAL,,Shopping,,,,,,tuần này,,
Thống kê chi tiêu quần áo tuần này á,Action,REPORT_GENERAL,,Shopping,,,,,,tuần này,,
Thống kê chi tiêu quỹ lớp hôm nay coi,Action,REPORT_GENERAL,,Social,,,,,,hôm nay,,
Thống kê chi tiêu quỹ lớp hôm qua đi bot,Action,REPORT_GENERAL,,Social,,,,,,hôm qua,,
Thống kê chi tiêu quỹ lớp năm nay với,Action,REPORT_GENERAL,,Social,,,,,,năm nay,,
Thống kê chi tiêu quỹ lớp tháng trước,Action,REPORT_GENERAL,,Social,,,,,,tháng trước,,
Thống kê chi tiêu quỹ lớp tuần này nà,Action,REPORT_GENERAL,,Social,,,,,,tuần này,,
Thống kê chi tiêu shopee 7 ngày qua giùm,Action,REPORT_GENERAL,,Shopping,,,,,,7 ngày qua,,
Thống kê chi tiêu shopee 7 ngày qua giùm id1824,Action,REPORT_GENERAL,,Shopping,,,,,,7 ngày qua,,
Thống kê chi tiêu shopee 7 ngày qua đi bot,Action,REPORT_GENERAL,,Shopping,,,,,,7 ngày qua,,
Thống kê chi tiêu shopee hôm nay nà,Action,REPORT_GENERAL,,Shopping,,,,,,hôm nay,,
Thống kê chi tiêu shopee năm nay á,Action,REPORT_GENERAL,,Shopping,,,,,,năm nay,,
Thống kê chi tiêu shopee quý này,Action,REPORT_GENERAL,,Shopping,,,,,,quý này,,
Thống kê chi tiêu shopee quý này nha,Action,REPORT_GENERAL,,Shopping,,,,,,quý này,,
Thống kê chi tiêu shopping 3 tháng gần đây,Action,REPORT_GENERAL,,Shopping,,,,,,3 tháng gần đây,,
Thống kê chi tiêu shopping 30 ngày qua,Action,REPORT_GENERAL,,Shopping,,,,,,30 ngày qua,,
Thống kê chi tiêu shopping 7 ngày qua,Action,REPORT_GENERAL,,Shopping,,,,,,7 ngày qua,,
Thống kê chi tiêu shopping hôm nay,Action,REPORT_GENERAL,,Shopping,,,,,,hôm nay,,
Thống kê chi tiêu shopping hôm qua,Action,REPORT_GENERAL,,Shopping,,,,,,hôm qua,,
Thống kê chi tiêu shopping năm nay,Action,REPORT_GENERAL,,Shopping,,,,,,năm nay,,
Thống kê chi tiêu shopping quý này,Action,REPORT_GENERAL,,Shopping,,,,,,quý này,,
Thống kê chi tiêu shopping quý trước,Action,REPORT_GENERAL,,Shopping,,,,,,quý trước,,
Thống kê chi tiêu shopping tháng trước,Action,REPORT_GENERAL,,Shopping,,,,,,tháng trước,,
Thống kê chi tiêu shopping tuần này,Action,REPORT_GENERAL,,Shopping,,,,,,tuần này,,
Thống kê chi tiêu sinh nhật hôm qua coi,Action,REPORT_GENERAL,,Social,,,,,,hôm qua,,
Thống kê chi tiêu sinh nhật tuần này đi bot,Action,REPORT_GENERAL,,Social,,,,,,tuần này,,
Thống kê chi tiêu skincare 7 ngày qua á,Action,REPORT_GENERAL,,Beauty,,,,,,7 ngày qua,,
Thống kê chi tiêu skincare năm nay nha,Action,REPORT_GENERAL,,Beauty,,,,,,năm nay,,
Thống kê chi tiêu skincare năm nay á,Action,REPORT_GENERAL,,Beauty,,,,,,năm nay,,
Thống kê chi tiêu skincare quý này thui,Action,REPORT_GENERAL,,Beauty,,,,,,quý này,,
Thống kê chi tiêu skincare tháng này giùm,Action,REPORT_GENERAL,,Beauty,,,,,,tháng này,,
Thống kê chi tiêu skincare tháng này hộ cái,Action,REPORT_GENERAL,,Beauty,,,,,,tháng này,,
Thống kê chi tiêu skincare tháng này với,Action,REPORT_GENERAL,,Beauty,,,,,,tháng này,,
Thống kê chi tiêu skincare tháng trước nà,Action,REPORT_GENERAL,,Beauty,,,,,,tháng trước,,
Thống kê chi tiêu skincare tháng trước á,Action,REPORT_GENERAL,,Beauty,,,,,,tháng trước,,
Thống kê chi tiêu skincare tuần này coi,Action,REPORT_GENERAL,,Beauty,,,,,,tuần này,,
Thống kê chi tiêu skincare tuần này hộ cái,Action,REPORT_GENERAL,,Beauty,,,,,,tuần này,,
Thống kê chi tiêu sách vở 7 ngày qua với,Action,REPORT_GENERAL,,Education,,,,,,7 ngày qua,,
Thống kê chi tiêu sách vở hôm qua giùm,Action,REPORT_GENERAL,,Education,,,,,,hôm qua,,
Thống kê chi tiêu sách vở năm nay,Action,REPORT_GENERAL,,Education,,,,,,năm nay,,
Thống kê chi tiêu sách vở quý này coi,Action,REPORT_GENERAL,,Education,,,,,,quý này,,
Thống kê chi tiêu sách vở quý này hộ cái,Action,REPORT_GENERAL,,Education,,,,,,quý này,,
Thống kê chi tiêu sách vở quý này á,Action,REPORT_GENERAL,,Education,,,,,,quý này,,
Thống kê chi tiêu sách vở tháng trước nha,Action,REPORT_GENERAL,,Education,,,,,,tháng trước,,
Thống kê chi tiêu sách vở tuần này thui,Action,REPORT_GENERAL,,Education,,,,,,tuần này,,
Thống kê chi tiêu sách vở tuần này với,Action,REPORT_GENERAL,,Education,,,,,,tuần này,,
Thống kê chi tiêu săn sale hôm nay nha,Action,REPORT_GENERAL,,Shopping,,,,,,hôm nay,,
Thống kê chi tiêu săn sale hôm nay thui,Action,REPORT_GENERAL,,Shopping,,,,,,hôm nay,,
Thống kê chi tiêu săn sale hôm nay với,Action,REPORT_GENERAL,,Shopping,,,,,,hôm nay,,
Thống kê chi tiêu săn sale quý này hộ cái,Action,REPORT_GENERAL,,Shopping,,,,,,quý này,,
Thống kê chi tiêu săn sale tháng này nha,Action,REPORT_GENERAL,,Shopping,,,,,,tháng này,,
Thống kê chi tiêu săn sale tháng trước nà,Action,REPORT_GENERAL,,Shopping,,,,,,tháng trước,,
